id;groupe;ipa;xsampa;dur;f0;f1;f2;f3
103;femme;ɪ;I;246;237;489;2603;3353
103;femme;i;i;359;223;435;2868;3625
103;femme;o;o;319;233;688;1185;2748
103;femme;ʊ;U;289;225;502;1322;2951
103;femme;ʌ;V;248;241;817;1604;2649
103;femme;u;u;300;242;477;998;2690
104;femme;æ;{;315;237;668;2252;2790
104;femme;ɑ;A;329;226;869;1495;2731
104;femme;ɔ;O;363;234;697;1142;2507
104;femme;ɛ;E;231;214;651;2157;2794
104;femme;e;e;318;236;647;2539;2879
104;femme;ɜ˞;3';275;244;531;1688;1971
104;femme;ɪ;I;219;233;555;2216;2812
104;femme;i;i;336;229;438;2813;3532
104;femme;o;o;315;236;631;1181;2458
104;femme;ʊ;U;227;240;552;1193;2559
104;femme;ʌ;V;221;235;739;1320;2596
104;femme;u;u;298;231;445;1136;2692
105;femme;æ;{;272;214;726;2350;2996
105;femme;ɑ;A;275;211;994;1609;2930
105;femme;ɔ;O;266;223;748;1063;2876
105;femme;ɛ;E;241;226;817;2242;3139
105;femme;e;e;230;206;596;2478;2924
105;femme;ɜ˞;3';267;225;506;1604;1915
105;femme;ɪ;I;209;221;491;2316;2934
105;femme;i;i;261;225;440;2706;3404
105;femme;o;o;264;216;636;1041;2862
105;femme;ʊ;U;227;224;499;1103;2900
105;femme;ʌ;V;206;220;742;1352;2960
105;femme;u;u;241;239;483;1117;2707
106;femme;æ;{;400;226;620;2316;2849
106;femme;ɑ;A;340;226;955;1615;2678
106;femme;ɔ;O;394;229;827;1189;2633
106;femme;ɛ;E;217;222;684;1992;2951
106;femme;e;e;325;244;500;2482;3060
106;femme;ɜ˞;3';355;234;484;1652;1928
106;femme;ɪ;I;218;234;485;2129;2967
106;femme;i;i;321;259;455;2797;3129
106;femme;o;o;357;226;449;924;2694
106;femme;ʊ;U;240;248;501;1189;2647
106;femme;ʌ;V;288;226;700;1338;2750
106;femme;u;u;298;262;466;778;2699
107;femme;æ;{;356;202;634;2596;3255
107;femme;ɑ;A;305;189;1085;1687;2870
107;femme;ɔ;O;342;201;847;1192;2999
107;femme;ɛ;E;253;197;756;2008;3089
107;femme;e;e;336;207;617;2697;3154
107;femme;ɜ˞;3';295;219;597;1588;1905
107;femme;ɪ;I;290;214;457;2590;3232
107;femme;i;i;278;227;443;2944;3546
107;femme;o;o;346;209;612;1026;2896
107;femme;ʊ;U;273;219;562;1109;2904
107;femme;ʌ;V;250;198;824;1459;2924
107;femme;u;u;268;225;440;1122;2856
108;femme;æ;{;323;212;672;2145;2764
108;femme;ɑ;A;267;205;937;1623;2844
108;femme;ɔ;O;341;211;794;1185;2896
108;femme;ɛ;E;188;216;750;1935;2930
108;femme;e;e;261;210;558;2505;2855
108;femme;ɜ˞;3';308;212;491;1506;1727
108;femme;ɪ;I;203;221;474;2362;2830
108;femme;i;i;240;210;429;2698;3509
108;femme;o;o;298;206;616;1034;2785
108;femme;ʊ;U;202;232;492;1161;2766
108;femme;ʌ;V;183;212;705;1166;2890
108;femme;u;u;266;216;436;911;2724
109;femme;æ;{;363;237;698;2339;3075
109;femme;ɑ;A;316;239;918;1640;2801
109;femme;ɔ;O;327;241;848;1175;2892
109;femme;ɛ;E;317;238;706;1986;3228
109;femme;e;e;334;244;572;2428;3120
109;femme;ɜ˞;3';319;246;524;1547;2066
109;femme;ɪ;I;256;252;501;2355;3161
109;femme;i;i;302;247;492;2695;3371
109;femme;o;o;340;241;631;1185;2942
109;femme;ʊ;U;332;249;505;1404;2774
109;femme;ʌ;V;286;235;839;1555;3003
109;femme;u;u;293;257;506;1030;2575
110;femme;æ;{;307;187;586;2299;2748
110;femme;ɑ;A;365;193;818;1351;2933
110;femme;ɔ;O;344;185;713;1132;2948
110;femme;ɛ;E;263;173;717;2256;2896
110;femme;e;e;305;203;574;2360;2686
110;femme;ɜ˞;3';325;175;508;1562;1914
110;femme;ɪ;I;240;213;449;2173;2840
110;femme;i;i;287;195;382;2563;3477
110;femme;o;o;317;174;504;1047;2749
110;femme;ʊ;U;301;233;500;1095;2804
110;femme;ʌ;V;249;216;642;1338;2938
110;femme;u;u;283;171;360;1034;2731
111;femme;æ;{;382;217;616;2156;2865
111;femme;ɑ;A;402;216;769;1451;2898
111;femme;ɔ;O;465;226;698;1127;2886
111;femme;ɛ;E;281;233;727;1871;2902
111;femme;e;e;346;238;498;2218;2894
111;femme;ɜ˞;3';370;224;469;1499;1873
111;femme;ɪ;I;345;233;458;2143;2986
111;femme;i;i;353;223;434;2512;2998
111;femme;o;o;374;234;469;934;2571
111;femme;ʊ;U;370;242;496;1169;2654
111;femme;ʌ;V;330;221;701;1318;2881
111;femme;u;u;378;247;491;1260;2502
112;femme;æ;{;338;186;576;2429;3101
112;femme;ɑ;A;350;178;1008;1495;3018
112;femme;ɔ;O;318;191;736;1120;3055
112;femme;ɛ;E;239;180;584;2175;2930
112;femme;e;e;269;166;511;2574;3085
112;femme;ɜ˞;3';279;173;505;1568;1845
112;femme;ɪ;I;171;187;440;2394;3136
112;femme;i;i;304;214;435;2621;3116
112;femme;o;o;334;181;578;1061;2882
112;femme;ʊ;U;270;203;458;1042;3007
112;femme;ʌ;V;209;188;777;1397;3033
112;femme;u;u;310;199;391;971;2945
113;femme;æ;{;365;213;674;2256;2818
113;femme;ɑ;A;329;207;905;1514;2848
113;femme;ɔ;O;362;209;835;1326;2667
113;femme;ɛ;E;294;210;762;1902;2887
113;femme;e;e;342;211;513;2435;2939
113;femme;ɜ˞;3';345;212;508;1687;1913
113;femme;ɪ;I;227;218;535;2134;2929
113;femme;i;i;307;219;433;2634;3307
113;femme;o;o;345;201;560;987;2311
113;femme;ʊ;U;208;231;617;1373;2579
113;femme;ʌ;V;220;211;686;1477;2698
113;femme;u;u;363;210;431;1003;2366
114;femme;æ;{;331;248;738;2378;3305
114;femme;ɑ;A;303;259;1063;1680;2785
114;femme;ɔ;O;366;247;907;1527;3075
114;femme;ɛ;E;231;251;981;2075;3215
114;femme;e;e;349;263;617;2668;3319
114;femme;ɜ˞;3';327;262;538;1813;2236
114;femme;ɪ;I;258;256;516;2567;3485
114;femme;i;i;334;272;531;2996;3831
114;femme;o;o;362;242;508;991;3121
114;femme;ʊ;U;245;262;559;1246;3127
114;femme;ʌ;V;250;239;769;1382;3035
114;femme;u;u;327;268;525;1065;2942
115;femme;æ;{;461;220;646;2406;3283
115;femme;ɑ;A;430;212;1053;1677;2868
115;femme;ɔ;O;414;205;811;1254;2824
115;femme;ɛ;E;386;211;794;2046;3082
115;femme;e;e;399;212;610;2598;3323
115;femme;ɜ˞;3';403;215;617;1565;1930
115;femme;ɪ;I;302;222;552;2453;3346
115;femme;i;i;346;237;467;3009;3562
115;femme;o;o;443;213;658;1045;2928
115;femme;ʊ;U;331;228;509;1244;2980
115;femme;ʌ;V;309;217;815;1427;3002
115;femme;u;u;382;226;448;1369;2921
116;femme;æ;{;346;168;746;1944;2927
116;femme;ɑ;A;333;170;798;1351;2851
116;femme;ɔ;O;378;180;656;1075;2684
116;femme;ɛ;E;183;195;620;2071;2933
116;femme;e;e;420;171;485;2423;2912
116;femme;ɜ˞;3';340;184;522;1490;2094
116;femme;ɪ;I;209;223;455;2304;2999
116;femme;i;i;336;177;375;2577;3276
116;femme;o;o;378;167;498;970;2876
116;femme;ʊ;U;171;195;490;1122;2824
116;femme;ʌ;V;187;195;678;1397;2861
116;femme;u;u;333;230;445;881;2580
117;femme;æ;{;272;246;734;2518;3176
117;femme;ɑ;A;284;250;869;1751;2762
117;femme;ɔ;O;284;244;890;1292;2801
117;femme;ɛ;E;236;244;741;1997;2567
117;femme;e;e;284;243;578;2474;3055
117;femme;ɜ˞;3';242;257;507;1749;2028
117;femme;ɪ;I;197;251;515;2378;3063
117;femme;i;i;250;252;497;2795;3266
117;femme;o;o;265;243;582;946;2704
117;femme;ʊ;U;167;262;616;1331;2696
117;femme;ʌ;V;195;244;823;1419;3051
117;femme;u;u;234;256;503;963;2776
118;femme;æ;{;260;225;662;2276;2955
118;femme;ɑ;A;217;235;863;1538;3038
118;femme;ɔ;O;262;217;860;1504;2834
118;femme;ɛ;E;177;223;693;2012;3003
118;femme;e;e;231;234;507;2573;3121
118;femme;ɜ˞;3';223;238;514;1831;2192
118;femme;ɪ;I;167;238;504;2334;3063
118;femme;i;i;222;246;495;2910;3548
118;femme;o;o;225;240;613;1184;3063
118;femme;ʊ;U;181;242;521;1428;3156
118;femme;ʌ;V;194;231;700;1580;3018
118;femme;u;u;182;261;508;1001;2763
119;femme;æ;{;333;238;696;2447;3122
119;femme;ɑ;A;303;248;938;1462;2825
119;femme;ɔ;O;327;212;740;1037;2736
119;femme;ɛ;E;193;203;597;2426;3018
119;femme;e;e;280;246;504;2501;3050
119;femme;ɜ˞;3';311;264;580;1407;1837
119;femme;ɪ;I;219;260;544;2570;3135
119;femme;i;i;284;275;508;2731;3669
119;femme;o;o;285;274;636;981;2944
119;femme;ʊ;U;205;285;570;1117;2820
119;femme;ʌ;V;200;307;885;1580;3078
119;femme;u;u;274;297;510;917;2757
120;femme;æ;{;310;238;687;2378;2913
120;femme;ɑ;A;293;232;957;1591;2733
120;femme;ɔ;O;319;233;867;1207;2746
120;femme;ɛ;E;221;244;886;2186;2956
120;femme;e;e;313;245;494;2680;3156
120;femme;ɜ˞;3';332;246;557;1546;1929
120;femme;ɪ;I;208;250;501;2449;3185
120;femme;i;i;306;233;452;2754;3511
120;femme;o;o;313;230;636;1096;2684
120;femme;ʊ;U;216;254;532;1354;2810
120;femme;ʌ;V;208;235;835;1507;2834
120;femme;u;u;274;268;502;1050;2695
121;femme;æ;{;364;205;645;2154;3139
121;femme;ɑ;A;315;202;827;1543;2980
121;femme;ɔ;O;384;194;776;1324;2852
121;femme;ɛ;E;248;214;588;2130;2870
121;femme;e;e;338;212;487;2408;3094
121;femme;ɜ˞;3';335;184;555;1491;1998
121;femme;ɪ;I;261;206;431;2190;3060
121;femme;i;i;316;237;461;2359;3218
121;femme;o;o;363;203;584;936;2985
121;femme;ʊ;U;245;228;482;1124;2704
121;femme;ʌ;V;199;216;756;1531;2871
121;femme;u;u;277;237;488;1119;2702
122;femme;æ;{;239;208;626;2374;2836
122;femme;ɑ;A;240;213;708;1547;2426
122;femme;ɔ;O;287;226;699;1104;2513
122;femme;ɛ;E;191;189;755;1762;2646
122;femme;e;e;277;215;547;2262;2708
122;femme;ɜ˞;3';272;212;588;1509;1783
122;femme;ɪ;I;213;215;478;2157;2793
122;femme;i;i;261;216;433;2720;3035
122;femme;o;o;239;217;499;1046;2697
122;femme;ʊ;U;183;205;541;1183;2780
122;femme;ʌ;V;224;209;685;1100;2510
122;femme;u;u;242;238;477;1184;2610
123;femme;æ;{;261;235;689;2701;3490
123;femme;ɑ;A;283;241;1163;1685;3250
123;femme;ɔ;O;328;241;906;1386;3066
123;femme;ɛ;E;194;236;885;2322;3652
123;femme;e;e;296;247;500;2889;3452
123;femme;ɜ˞;3';345;252;549;1749;2209
123;femme;ɪ;I;227;252;556;2541;3684
123;femme;i;i;257;268;505;2982;3741
123;femme;o;o;277;247;504;990;3324
123;femme;ʊ;U;187;244;615;1375;3295
123;femme;ʌ;V;193;244;828;1454;3287
123;femme;u;u;291;272;504;1068;3121
124;femme;æ;{;277;218;557;2586;3202
124;femme;ɑ;A;247;211;1011;1541;2803
124;femme;ɔ;O;253;210;814;1144;2729
124;femme;ɛ;E;179;214;804;1998;2775
124;femme;e;e;267;211;433;2773;3297
124;femme;ɜ˞;3';240;214;461;1534;1878
124;femme;ɪ;I;175;231;486;2454;3106
124;femme;i;i;236;220;434;2854;3614
124;femme;o;o;254;219;453;880;2924
124;femme;ʊ;U;187;232;579;1392;2760
124;femme;ʌ;V;164;222;764;1359;2875
124;femme;u;u;244;242;483;938;2835
125;femme;æ;{;328;211;668;2296;2711
125;femme;ɑ;A;310;201;1035;1486;2865
125;femme;ɔ;O;331;207;801;1187;2935
125;femme;ɛ;E;223;202;718;2005;2906
125;femme;e;e;314;215;591;2562;3156
125;femme;ɜ˞;3';300;218;537;1509;1682
125;femme;ɪ;I;176;218;442;2472;3010
125;femme;i;i;276;215;426;2775;3535
125;femme;o;o;309;210;641;1195;2890
125;femme;ʊ;U;203;236;552;1364;2809
125;femme;ʌ;V;215;207;729;1435;3109
125;femme;u;u;294;232;448;1463;2693
126;femme;æ;{;413;200;746;2371;2984
126;femme;ɑ;A;455;208;952;1676;2862
126;femme;ɔ;O;422;213;822;1177;2950
126;femme;ɛ;E;368;205;773;2042;3009
126;femme;e;e;402;211;596;2314;3113
126;femme;ɜ˞;3';438;206;492;1635;1871
126;femme;ɪ;I;353;225;486;2253;3212
126;femme;i;i;324;220;424;2692;3336
126;femme;o;o;340;217;620;1057;2833
126;femme;ʊ;U;328;214;449;1396;2702
126;femme;ʌ;V;365;206;761;1380;3042
126;femme;u;u;405;219;438;1711;2636
127;femme;æ;{;405;192;893;2070;3024
127;femme;ɑ;A;419;175;810;1314;3236
127;femme;ɔ;O;413;196;851;1105;3249
127;femme;ɛ;E;343;191;694;2160;3144
127;femme;e;e;367;193;500;2622;3305
127;femme;ɜ˞;3';371;198;455;1769;2070
127;femme;ɪ;I;363;201;440;2453;3123
127;femme;i;i;396;201;380;2816;3312
127;femme;o;o;406;195;563;1198;3046
127;femme;ʊ;U;333;228;464;1169;2985
127;femme;ʌ;V;325;206;809;1468;3153
127;femme;u;u;406;220;437;1178;2852
128;femme;æ;{;294;219;665;2408;3034
128;femme;ɑ;A;336;217;993;1671;2751
128;femme;ɔ;O;327;219;825;1213;2751
128;femme;ɛ;E;268;210;680;2068;3072
128;femme;e;e;310;224;645;2554;3047
128;femme;ɜ˞;3';303;230;656;1614;2008
128;femme;ɪ;I;239;231;477;2554;3296
128;femme;i;i;276;223;439;2927;3283
128;femme;o;o;296;221;632;1108;2869
128;femme;ʊ;U;251;258;552;1214;2882
128;femme;ʌ;V;214;228;818;1516;2970
128;femme;u;u;277;260;504;1041;2838
129;femme;æ;{;365;192;564;2442;2880
129;femme;ɑ;A;338;212;931;1348;2698
129;femme;ɔ;O;369;211;752;1101;2616
129;femme;ɛ;E;259;193;694;2052;2838
129;femme;e;e;344;198;434;2568;3053
129;femme;ɜ˞;3';340;189;509;1365;1884
129;femme;ɪ;I;247;216;436;2559;3104
129;femme;i;i;338;210;430;2606;3280
129;femme;o;o;353;204;430;820;2783
129;femme;ʊ;U;236;187;486;1088;2663
129;femme;ʌ;V;233;198;710;1293;2623
129;femme;u;u;266;215;429;827;2719
130;femme;æ;{;301;197;714;2254;2625
130;femme;ɑ;A;297;198;822;1371;3130
130;femme;ɔ;O;303;200;765;997;3477
130;femme;ɛ;E;237;185;726;2123;2959
130;femme;e;e;296;202;543;2399;2775
130;femme;ɜ˞;3';304;207;584;1486;1783
130;femme;ɪ;I;227;205;501;2292;2863
130;femme;i;i;271;198;383;2733;3326
130;femme;o;o;305;207;438;812;3068
130;femme;ʊ;U;233;205;516;1019;2890
130;femme;ʌ;V;233;194;755;1427;2965
130;femme;u;u;296;223;438;1078;2774
131;femme;æ;{;301;216;625;2594;3146
131;femme;ɑ;A;298;200;875;1491;2979
131;femme;ɔ;O;332;198;957;1183;3066
131;femme;ɛ;E;203;217;714;2255;2941
131;femme;e;e;298;214;555;2766;3181
131;femme;ɜ˞;3';262;208;491;1655;2062
131;femme;ɪ;I;200;219;443;2644;3306
131;femme;i;i;263;229;438;2964;3632
131;femme;o;o;288;226;450;889;2904
131;femme;ʊ;U;217;226;444;1081;3049
131;femme;ʌ;V;201;215;827;1416;3022
131;femme;u;u;235;237;450;916;2959
132;femme;æ;{;312;222;552;2227;2978
132;femme;ɑ;A;268;226;884;1568;2819
132;femme;ɔ;O;387;237;799;1146;2770
132;femme;ɛ;E;250;209;623;1882;3007
132;femme;e;e;343;232;484;2276;3151
132;femme;ɜ˞;3';331;240;482;1676;1942
132;femme;ɪ;I;170;236;489;2175;2990
132;femme;i;i;376;250;427;2772;3762
132;femme;o;o;318;219;444;987;2727
132;femme;ʊ;U;246;240;497;1440;2713
132;femme;ʌ;V;156;236;736;1300;2829
132;femme;u;u;272;255;474;974;2540
133;femme;æ;{;353;230;685;2205;2813
133;femme;ɑ;A;340;212;938;1492;2673
133;femme;ɔ;O;390;222;715;963;2455
133;femme;ɛ;E;255;221;718;1952;2817
133;femme;e;e;300;217;442;2464;3067
133;femme;ɜ˞;3';319;237;487;1434;1911
133;femme;ɪ;I;266;225;451;2247;2929
133;femme;i;i;368;226;437;2555;3583
133;femme;o;o;347;212;435;862;2516
133;femme;ʊ;U;242;224;499;1144;2511
133;femme;ʌ;V;251;214;678;1229;2590
133;femme;u;u;346;254;430;954;2491
134;femme;æ;{;333;208;657;2192;2654
134;femme;ɑ;A;312;195;914;1383;2854
134;femme;ɔ;O;351;196;790;1044;2933
134;femme;ɛ;E;247;198;758;2091;2829
134;femme;e;e;319;205;606;2438;2723
134;femme;ɜ˞;3';310;204;537;1638;1932
134;femme;ɪ;I;287;213;442;2316;2899
134;femme;i;i;326;217;431;2522;3008
134;femme;o;o;323;206;608;1007;2866
134;femme;ʊ;U;239;224;480;1108;2717
134;femme;ʌ;V;274;199;780;1380;2854
134;femme;u;u;340;204;415;1001;2556
135;femme;æ;{;365;156;649;2508;3050
135;femme;ɑ;A;334;150;901;1509;2670
135;femme;ɔ;O;396;162;850;1182;2909
135;femme;ɛ;E;284;168;676;2196;3124
135;femme;e;e;377;160;485;2619;3132
135;femme;ɜ˞;3';382;166;500;1637;1928
135;femme;ɪ;I;252;149;449;2492;3040
135;femme;i;i;316;155;331;3049;3736
135;femme;o;o;350;183;568;1112;2827
135;femme;ʊ;U;265;177;520;1421;2998
135;femme;ʌ;V;200;155;693;1277;2935
135;femme;u;u;302;166;362;1351;2879
136;femme;æ;{;327;211;817;2102;2711
136;femme;ɑ;A;302;207;975;1534;2658
136;femme;ɔ;O;310;206;813;1117;2585
136;femme;ɛ;E;244;217;770;1866;2653
136;femme;e;e;313;218;472;2616;2864
136;femme;ɜ˞;3';327;211;456;1615;1826
136;femme;ɪ;I;208;221;444;2237;2711
136;femme;i;i;336;230;440;2757;3175
136;femme;o;o;380;224;624;1109;2691
136;femme;ʊ;U;231;237;498;1162;2708
136;femme;ʌ;V;206;213;712;1499;2757
136;femme;u;u;272;238;482;987;2781
137;femme;æ;{;310;210;626;2331;2826
137;femme;ɑ;A;346;218;796;1502;2810
137;femme;ɔ;O;355;221;736;1098;2821
137;femme;ɛ;E;244;213;683;1851;2877
137;femme;e;e;309;224;546;2237;2864
137;femme;ɜ˞;3';346;231;604;1441;1835
137;femme;ɪ;I;209;238;498;2234;2876
137;femme;i;i;279;255;489;2641;2952
137;femme;o;o;282;237;522;923;2871
137;femme;ʊ;U;239;255;519;1051;2741
137;femme;ʌ;V;208;236;733;1378;2891
137;femme;u;u;265;234;458;1163;2651
138;femme;æ;{;319;209;706;2400;2923
138;femme;ɑ;A;326;224;1145;1455;3272
138;femme;ɔ;O;318;219;677;1054;3278
138;femme;ɛ;E;221;222;709;2088;2670
138;femme;e;e;305;214;439;2801;3084
138;femme;ɜ˞;3';301;176;513;1569;1869
138;femme;ɪ;I;216;225;463;2603;2991
138;femme;i;i;290;243;419;2874;3367
138;femme;o;o;315;206;444;803;3233
138;femme;ʊ;U;217;256;509;1049;3306
138;femme;ʌ;V;215;220;796;1271;3197
138;femme;u;u;248;240;467;993;2802
139;femme;æ;{;357;209;751;2432;2896
139;femme;ɑ;A;357;234;968;1433;2850
139;femme;ɔ;O;361;246;995;1359;2941
139;femme;ɛ;E;270;219;817;1984;2973
139;femme;e;e;361;252;664;2455;2915
139;femme;ɜ˞;3';356;224;503;1766;1956
139;femme;ɪ;I;245;239;499;2384;3091
139;femme;i;i;314;231;437;2778;3139
139;femme;o;o;361;239;720;1277;2812
139;femme;ʊ;U;273;236;553;1135;2859
139;femme;ʌ;V;262;213;811;1450;2938
139;femme;u;u;308;265;491;1317;2680
