id;groupe;ipa;dur;f0;f1;f2;f3
111;femme;ɑ;402;216;769;1451;2898
111;femme;ɔ;465;226;698;1127;2886
111;femme;ɛ;281;233;727;1871;2902
111;femme;e;346;238;498;2218;2894
111;femme;ɜ˞;370;224;469;1499;1873
111;femme;ɪ;345;233;458;2143;2986
111;femme;i;353;223;434;2512;2998
111;femme;o;374;234;469;934;2571
111;femme;ʊ;370;242;496;1169;2654
111;femme;ʌ;330;221;701;1318;2881
111;femme;u;378;247;491;1260;2502
112;femme;æ;338;186;576;2429;3101
112;femme;ɑ;350;178;1008;1495;3018
112;femme;ɔ;318;191;736;1120;3055
112;femme;ɛ;239;180;584;2175;2930
112;femme;e;269;166;511;2574;3085
112;femme;ɜ˞;279;173;505;1568;1845
112;femme;ɪ;171;187;440;2394;3136
112;femme;i;304;214;435;2621;3116
112;femme;o;334;181;578;1061;2882
112;femme;ʊ;270;203;458;1042;3007
112;femme;ʌ;209;188;777;1397;3033
112;femme;u;310;199;391;971;2945
113;femme;æ;365;213;674;2256;2818
113;femme;ɑ;329;207;905;1514;2848
113;femme;ɔ;362;209;835;1326;2667
113;femme;ɛ;294;210;762;1902;2887
113;femme;e;342;211;513;2435;2939
113;femme;ɜ˞;345;212;508;1687;1913
113;femme;ɪ;227;218;535;2134;2929
113;femme;i;307;219;433;2634;3307
113;femme;o;345;201;560;987;2311
113;femme;ʊ;208;231;617;1373;2579
113;femme;ʌ;220;211;686;1477;2698
113;femme;u;363;210;431;1003;2366
114;femme;æ;331;248;738;2378;3305
114;femme;ɑ;303;259;1063;1680;2785
114;femme;ɔ;366;247;907;1527;3075
114;femme;ɛ;231;251;981;2075;3215
114;femme;e;349;263;617;2668;3319
114;femme;ɜ˞;327;262;538;1813;2236
114;femme;ɪ;258;256;516;2567;3485
114;femme;i;334;272;531;2996;3831
114;femme;o;362;242;508;991;3121
114;femme;ʊ;245;262;559;1246;3127
114;femme;ʌ;250;239;769;1382;3035
114;femme;u;327;268;525;1065;2942
115;femme;æ;461;220;646;2406;3283
115;femme;ɑ;430;212;1053;1677;2868
115;femme;ɔ;414;205;811;1254;2824
115;femme;ɛ;386;211;794;2046;3082
115;femme;e;399;212;610;2598;3323
115;femme;ɜ˞;403;215;617;1565;1930
115;femme;ɪ;302;222;552;2453;3346
115;femme;i;346;237;467;3009;3562
115;femme;o;443;213;658;1045;2928
115;femme;ʊ;331;228;509;1244;2980
115;femme;ʌ;309;217;815;1427;3002
115;femme;u;382;226;448;1369;2921
116;femme;æ;346;168;746;1944;2927
116;femme;ɑ;333;170;798;1351;2851
116;femme;ɔ;378;180;656;1075;2684
116;femme;ɛ;183;195;620;2071;2933
116;femme;e;420;171;485;2423;2912
116;femme;ɜ˞;340;184;522;1490;2094
116;femme;ɪ;209;223;455;2304;2999
116;femme;i;336;177;375;2577;3276
116;femme;o;378;167;498;970;2876
116;femme;ʊ;171;195;490;1122;2824
116;femme;ʌ;187;195;678;1397;2861
116;femme;u;333;230;445;881;2580
117;femme;æ;272;246;734;2518;3176
117;femme;ɑ;284;250;869;1751;2762
117;femme;ɔ;284;244;890;1292;2801
117;femme;ɛ;236;244;741;1997;2567
117;femme;e;284;243;578;2474;3055
117;femme;ɜ˞;242;257;507;1749;2028
117;femme;ɪ;197;251;515;2378;3063
117;femme;i;250;252;497;2795;3266
117;femme;o;265;243;582;946;2704
117;femme;ʊ;167;262;616;1331;2696
117;femme;ʌ;195;244;823;1419;3051
117;femme;u;234;256;503;963;2776
118;femme;æ;260;225;662;2276;2955
118;femme;ɑ;217;235;863;1538;3038
118;femme;ɔ;262;217;860;1504;2834
118;femme;ɛ;177;223;693;2012;3003
118;femme;e;231;234;507;2573;3121
118;femme;ɜ˞;223;238;514;1831;2192
118;femme;ɪ;167;238;504;2334;3063
118;femme;i;222;246;495;2910;3548
118;femme;o;225;240;613;1184;3063
118;femme;ʊ;181;242;521;1428;3156
118;femme;ʌ;194;231;700;1580;3018
118;femme;u;182;261;508;1001;2763
119;femme;æ;333;238;696;2447;3122
119;femme;ɑ;303;248;938;1462;2825
119;femme;ɔ;327;212;740;1037;2736
119;femme;ɛ;193;203;597;2426;3018
119;femme;e;280;246;504;2501;3050
119;femme;ɜ˞;311;264;580;1407;1837
119;femme;ɪ;219;260;544;2570;3135
119;femme;i;284;275;508;2731;3669
119;femme;o;285;274;636;981;2944
119;femme;ʊ;205;285;570;1117;2820
119;femme;ʌ;200;307;885;1580;3078
119;femme;u;274;297;510;917;2757
120;femme;æ;310;238;687;2378;2913
120;femme;ɑ;293;232;957;1591;2733
120;femme;ɔ;319;233;867;1207;2746
120;femme;ɛ;221;244;886;2186;2956
120;femme;e;313;245;494;2680;3156
120;femme;ɜ˞;332;246;557;1546;1929
120;femme;ɪ;208;250;501;2449;3185
120;femme;i;306;233;452;2754;3511
120;femme;o;313;230;636;1096;2684
120;femme;ʊ;216;254;532;1354;2810
120;femme;ʌ;208;235;835;1507;2834
120;femme;u;274;268;502;1050;2695
121;femme;æ;364;205;645;2154;3139
121;femme;ɑ;315;202;827;1543;2980
121;femme;ɔ;384;194;776;1324;2852
121;femme;ɛ;248;214;588;2130;2870
121;femme;e;338;212;487;2408;3094
121;femme;ɜ˞;335;184;555;1491;1998
121;femme;ɪ;261;206;431;2190;3060
121;femme;i;316;237;461;2359;3218
121;femme;o;363;203;584;936;2985
121;femme;ʊ;245;228;482;1124;2704
121;femme;ʌ;199;216;756;1531;2871
121;femme;u;277;237;488;1119;2702
122;femme;æ;239;208;626;2374;2836
122;femme;ɑ;240;213;708;1547;2426
122;femme;ɔ;287;226;699;1104;2513
122;femme;ɛ;191;189;755;1762;2646
122;femme;e;277;215;547;2262;2708
122;femme;ɜ˞;272;212;588;1509;1783
122;femme;ɪ;213;215;478;2157;2793
122;femme;i;261;216;433;2720;3035
122;femme;o;239;217;499;1046;2697
122;femme;ʊ;183;205;541;1183;2780
122;femme;ʌ;224;209;685;1100;2510
122;femme;u;242;238;477;1184;2610
123;femme;æ;261;235;689;2701;3490
123;femme;ɑ;283;241;1163;1685;3250
123;femme;ɔ;328;241;906;1386;3066
123;femme;ɛ;194;236;885;2322;3652
123;femme;e;296;247;500;2889;3452
123;femme;ɜ˞;345;252;549;1749;2209
123;femme;ɪ;227;252;556;2541;3684
123;femme;i;257;268;505;2982;3741
123;femme;o;277;247;504;990;3324
123;femme;ʊ;187;244;615;1375;3295
123;femme;ʌ;193;244;828;1454;3287
123;femme;u;291;272;504;1068;3121
124;femme;æ;277;218;557;2586;3202
124;femme;ɑ;247;211;1011;1541;2803
124;femme;ɔ;253;210;814;1144;2729
124;femme;ɛ;179;214;804;1998;2775
124;femme;e;267;211;433;2773;3297
124;femme;ɜ˞;240;214;461;1534;1878
124;femme;ɪ;175;231;486;2454;3106
124;femme;i;236;220;434;2854;3614
124;femme;o;254;219;453;880;2924
124;femme;ʊ;187;232;579;1392;2760
124;femme;ʌ;164;222;764;1359;2875
124;femme;u;244;242;483;938;2835
125;femme;æ;328;211;668;2296;2711
125;femme;ɑ;310;201;1035;1486;2865
125;femme;ɔ;331;207;801;1187;2935
125;femme;ɛ;223;202;718;2005;2906
125;femme;e;314;215;591;2562;3156
125;femme;ɜ˞;300;218;537;1509;1682
125;femme;ɪ;176;218;442;2472;3010
125;femme;i;276;215;426;2775;3535
125;femme;o;309;210;641;1195;2890
125;femme;ʊ;203;236;552;1364;2809
125;femme;ʌ;215;207;729;1435;3109
125;femme;u;294;232;448;1463;2693
126;femme;æ;413;200;746;2371;2984
126;femme;ɑ;455;208;952;1676;2862
126;femme;ɔ;422;213;822;1177;2950
126;femme;ɛ;368;205;773;2042;3009
126;femme;e;402;211;596;2314;3113
126;femme;ɜ˞;438;206;492;1635;1871
126;femme;ɪ;353;225;486;2253;3212
126;femme;i;324;220;424;2692;3336
126;femme;o;340;217;620;1057;2833
126;femme;ʊ;328;214;449;1396;2702
126;femme;ʌ;365;206;761;1380;3042
126;femme;u;405;219;438;1711;2636
127;femme;æ;405;192;893;2070;3024
127;femme;ɑ;419;175;810;1314;3236
127;femme;ɔ;413;196;851;1105;3249
127;femme;ɛ;343;191;694;2160;3144
127;femme;e;367;193;500;2622;3305
127;femme;ɜ˞;371;198;455;1769;2070
127;femme;ɪ;363;201;440;2453;3123
127;femme;i;396;201;380;2816;3312
127;femme;o;406;195;563;1198;3046
127;femme;ʊ;333;228;464;1169;2985
127;femme;ʌ;325;206;809;1468;3153
127;femme;u;406;220;437;1178;2852
128;femme;æ;294;219;665;2408;3034
128;femme;ɑ;336;217;993;1671;2751
128;femme;ɔ;327;219;825;1213;2751
128;femme;ɛ;268;210;680;2068;3072
128;femme;e;310;224;645;2554;3047
128;femme;ɜ˞;303;230;656;1614;2008
128;femme;ɪ;239;231;477;2554;3296
128;femme;i;276;223;439;2927;3283
128;femme;o;296;221;632;1108;2869
128;femme;ʊ;251;258;552;1214;2882
128;femme;ʌ;214;228;818;1516;2970
128;femme;u;277;260;504;1041;2838
129;femme;æ;365;192;564;2442;2880
129;femme;ɑ;338;212;931;1348;2698
129;femme;ɔ;369;211;752;1101;2616
129;femme;ɛ;259;193;694;2052;2838
129;femme;e;344;198;434;2568;3053
129;femme;ɜ˞;340;189;509;1365;1884
129;femme;ɪ;247;216;436;2559;3104
129;femme;i;338;210;430;2606;3280
129;femme;o;353;204;430;820;2783
129;femme;ʊ;236;187;486;1088;2663
129;femme;ʌ;233;198;710;1293;2623
129;femme;u;266;215;429;827;2719
130;femme;æ;301;197;714;2254;2625
130;femme;ɑ;297;198;822;1371;3130
130;femme;ɔ;303;200;765;997;3477
130;femme;ɛ;237;185;726;2123;2959
130;femme;e;296;202;543;2399;2775
130;femme;ɜ˞;304;207;584;1486;1783
130;femme;ɪ;227;205;501;2292;2863
130;femme;i;271;198;383;2733;3326
130;femme;o;305;207;438;812;3068
130;femme;ʊ;233;205;516;1019;2890
130;femme;ʌ;233;194;755;1427;2965
130;femme;u;296;223;438;1078;2774
131;femme;æ;301;216;625;2594;3146
131;femme;ɑ;298;200;875;1491;2979
131;femme;ɔ;332;198;957;1183;3066
131;femme;ɛ;203;217;714;2255;2941
131;femme;e;298;214;555;2766;3181
131;femme;ɜ˞;262;208;491;1655;2062
131;femme;ɪ;200;219;443;2644;3306
131;femme;i;263;229;438;2964;3632
131;femme;o;288;226;450;889;2904
131;femme;ʊ;217;226;444;1081;3049
131;femme;ʌ;201;215;827;1416;3022
131;femme;u;235;237;450;916;2959
132;femme;æ;312;222;552;2227;2978
132;femme;ɑ;268;226;884;1568;2819
132;femme;ɔ;387;237;799;1146;2770
132;femme;ɛ;250;209;623;1882;3007
132;femme;e;343;232;484;2276;3151
132;femme;ɜ˞;331;240;482;1676;1942
132;femme;ɪ;170;236;489;2175;2990
132;femme;i;376;250;427;2772;3762
132;femme;o;318;219;444;987;2727
132;femme;ʊ;246;240;497;1440;2713
132;femme;ʌ;156;236;736;1300;2829
132;femme;u;272;255;474;974;2540
133;femme;æ;353;230;685;2205;2813
133;femme;ɑ;340;212;938;1492;2673
133;femme;ɔ;390;222;715;963;2455
133;femme;ɛ;255;221;718;1952;2817
133;femme;e;300;217;442;2464;3067
133;femme;ɜ˞;319;237;487;1434;1911
133;femme;ɪ;266;225;451;2247;2929
133;femme;i;368;226;437;2555;3583
133;femme;o;347;212;435;862;2516
133;femme;ʊ;242;224;499;1144;2511
133;femme;ʌ;251;214;678;1229;2590
133;femme;u;346;254;430;954;2491
134;femme;æ;333;208;657;2192;2654
134;femme;ɑ;312;195;914;1383;2854
134;femme;ɔ;351;196;790;1044;2933
134;femme;ɛ;247;198;758;2091;2829
134;femme;e;319;205;606;2438;2723
134;femme;ɜ˞;310;204;537;1638;1932
134;femme;ɪ;287;213;442;2316;2899
134;femme;i;326;217;431;2522;3008
134;femme;o;323;206;608;1007;2866
134;femme;ʊ;239;224;480;1108;2717
134;femme;ʌ;274;199;780;1380;2854
134;femme;u;340;204;415;1001;2556
135;femme;æ;365;156;649;2508;3050
135;femme;ɑ;334;150;901;1509;2670
135;femme;ɔ;396;162;850;1182;2909
135;femme;ɛ;284;168;676;2196;3124
135;femme;e;377;160;485;2619;3132
135;femme;ɜ˞;382;166;500;1637;1928
135;femme;ɪ;252;149;449;2492;3040
135;femme;i;316;155;331;3049;3736
135;femme;o;350;183;568;1112;2827
135;femme;ʊ;265;177;520;1421;2998
135;femme;ʌ;200;155;693;1277;2935
135;femme;u;302;166;362;1351;2879
136;femme;æ;327;211;817;2102;2711
136;femme;ɑ;302;207;975;1534;2658
136;femme;ɔ;310;206;813;1117;2585
136;femme;ɛ;244;217;770;1866;2653
136;femme;e;313;218;472;2616;2864
136;femme;ɜ˞;327;211;456;1615;1826
136;femme;ɪ;208;221;444;2237;2711
136;femme;i;336;230;440;2757;3175
136;femme;o;380;224;624;1109;2691
136;femme;ʊ;231;237;498;1162;2708
136;femme;ʌ;206;213;712;1499;2757
136;femme;u;272;238;482;987;2781
137;femme;æ;310;210;626;2331;2826
137;femme;ɑ;346;218;796;1502;2810
137;femme;ɔ;355;221;736;1098;2821
137;femme;ɛ;244;213;683;1851;2877
137;femme;e;309;224;546;2237;2864
137;femme;ɜ˞;346;231;604;1441;1835
137;femme;ɪ;209;238;498;2234;2876
137;femme;i;279;255;489;2641;2952
137;femme;o;282;237;522;923;2871
137;femme;ʊ;239;255;519;1051;2741
137;femme;ʌ;208;236;733;1378;2891
137;femme;u;265;234;458;1163;2651
138;femme;æ;319;209;706;2400;2923
138;femme;ɑ;326;224;1145;1455;3272
138;femme;ɔ;318;219;677;1054;3278
138;femme;ɛ;221;222;709;2088;2670
138;femme;e;305;214;439;2801;3084
138;femme;ɜ˞;301;176;513;1569;1869
138;femme;ɪ;216;225;463;2603;2991
138;femme;i;290;243;419;2874;3367
138;femme;o;315;206;444;803;3233
138;femme;ʊ;217;256;509;1049;3306
138;femme;ʌ;215;220;796;1271;3197
138;femme;u;248;240;467;993;2802
139;femme;æ;357;209;751;2432;2896
139;femme;ɑ;357;234;968;1433;2850
139;femme;ɔ;361;246;995;1359;2941
139;femme;ɛ;270;219;817;1984;2973
139;femme;e;361;252;664;2455;2915
139;femme;ɜ˞;356;224;503;1766;1956
139;femme;ɪ;245;239;499;2384;3091
139;femme;i;314;231;437;2778;3139
139;femme;o;361;239;720;1277;2812
139;femme;ʊ;273;236;553;1135;2859
139;femme;ʌ;262;213;811;1450;2938
139;femme;u;308;265;491;1317;2680
