id;groupe;genre;ipa;f0;f1;f2;f3
62;enfant;NA;æ;200;1000;2300;3900
62;enfant;NA;æ;200;800;2500;4050
62;enfant;NA;ʌ;200;1000;1750;3550
62;enfant;NA;ʌ;223;1110;1690;4040
62;enfant;NA;ɑ;205;1220;1560;3650
62;enfant;NA;ɑ;200;1300;1800;3450
62;enfant;NA;ɔ;219;660;1100;3850
62;enfant;NA;ɔ;217;690;1090;3900
62;enfant;NA;ʊ;206;620;1420;3700
62;enfant;NA;ʊ;220;620;1410;3520
62;enfant;NA;u;233;440;900;3900
62;enfant;NA;u;200;400;650;3800
62;enfant;NA;ɜ˞;210;610;2300;2900
62;enfant;NA;ɜ˞;200;450;2150;2550
63;enfant;NA;i;290;320;3500;4260
63;enfant;NA;i;305;350;3400;4100
63;enfant;NA;ɪ;322;640;3200;3660
63;enfant;NA;ɪ;325;650;3000;3800
63;enfant;NA;ɛ;270;850;2900;3680
63;enfant;NA;ɛ;285;700;3120;3750
63;enfant;NA;æ;256;1130;2560;3500
63;enfant;NA;æ;285;1140;2000;3560
63;enfant;NA;ʌ;310;1130;1740;3670
63;enfant;NA;ʌ;300;1000;1800;3450
63;enfant;NA;ɑ;265;1170;1500;3440
63;enfant;NA;ɑ;283;980;1300;3100
63;enfant;NA;ɔ;265;530;1060;3450
63;enfant;NA;ɔ;272;540;1080;3000
63;enfant;NA;ʊ;285;560;1440;3500
63;enfant;NA;ʊ;294;570;1450;3500
63;enfant;NA;u;333;350;1280;3650
63;enfant;NA;u;290;340;1160;2950
63;enfant;NA;ɜ˞;275;560;1740;2460
63;enfant;NA;ɜ˞;302;600;1800;2200
64;enfant;masculin;i;240;380;3140;3700
64;enfant;masculin;i;258;310;3350;3650
64;enfant;masculin;ɪ;290;580;2760;3400
64;enfant;masculin;ɪ;250;500;2660;3500
64;enfant;masculin;ɛ;250;780;2450;3400
64;enfant;masculin;ɛ;240;672;2550;3400
64;enfant;masculin;æ;240;660;2900;3370
64;enfant;masculin;æ;215;760;2850;3300
64;enfant;masculin;ʌ;250;880;1500;3200
64;enfant;masculin;ʌ;243;850;1700;3250
64;enfant;masculin;ɑ;250;940;1380;2400
64;enfant;masculin;ɑ;276;1200;1500;3160
64;enfant;masculin;ɔ;250;750;1250;3450
64;enfant;masculin;ɔ;225;675;950;3240
64;enfant;masculin;ʊ;300;610;1500;3300
64;enfant;masculin;ʊ;275;500;1370;3500
64;enfant;masculin;u;256;300;1280;3150
64;enfant;masculin;u;250;400;1300;3700
64;enfant;masculin;ɜ˞;250;500;1540;1700
64;enfant;masculin;ɜ˞;242;580;1620;1790
65;enfant;NA;i;291;410;3200;3800
65;enfant;NA;i;264;420;3400;3900
65;enfant;NA;ɪ;291;580;2900;3820
65;enfant;NA;ɪ;280;560;2840;3900
65;enfant;NA;ɛ;292;810;2640;4200
65;enfant;NA;ɛ;270;780;2720;4100
65;enfant;NA;æ;270;1080;2480;3950
65;enfant;NA;æ;245;1050;2420;4000
65;enfant;NA;ʌ;286;970;1600;3950
65;enfant;NA;ʌ;250;800;1680;3800
65;enfant;NA;ɑ;275;1040;1350;3850
65;enfant;NA;ɑ;250;1100;1460;4250
65;enfant;NA;ɔ;286;770;1150;3950
65;enfant;NA;ɔ;273;710;1200;3900
65;enfant;NA;ʊ;285;680;1420;3800
65;enfant;NA;ʊ;278;640;1350;3950
65;enfant;NA;u;300;420;1110;3640
65;enfant;NA;u;280;505;1050;3400
65;enfant;NA;ɜ˞;320;640;1940;2820
65;enfant;NA;ɜ˞;265;610;2100;2600
66;enfant;NA;i;330;460;2800;3550
66;enfant;NA;i;333;490;2730;3550
66;enfant;NA;ɪ;310;560;2500;3450
66;enfant;NA;ɪ;310;580;2500;3450
66;enfant;NA;ɛ;286;800;2300;3750
66;enfant;NA;ɛ;310;835;2420;3740
66;enfant;NA;æ;282;950;2150;3650
66;enfant;NA;æ;310;1000;2150;3700
66;enfant;NA;ʌ;293;880;1700;3750
66;enfant;NA;ʌ;340;900;1600;3650
66;enfant;NA;ɑ;299;990;1410;3750
66;enfant;NA;ɑ;280;1050;1320;3730
66;enfant;NA;ɔ;285;770;940;3750
66;enfant;NA;ɔ;333;680;1020;3700
66;enfant;NA;ʊ;322;550;1195;3750
66;enfant;NA;ʊ;350;550;1340;3500
66;enfant;NA;u;316;600;1200;3600
66;enfant;NA;u;345;550;1100;3470
66;enfant;NA;ɜ˞;310;805;1705;2420
66;enfant;NA;ɜ˞;310;710;1700;2400
67;enfant;NA;i;210;340;3400;4320
67;enfant;NA;i;227;590;3610;4220
67;enfant;NA;ɪ;235;680;3250;4380
67;enfant;NA;ɪ;220;440;3000;3790
67;enfant;NA;ɛ;212;660;2900;3610
67;enfant;NA;ɛ;216;610;2760;3650
67;enfant;NA;æ;214;1240;2700;3640
67;enfant;NA;æ;215;1050;2550;3550
67;enfant;NA;ʌ;216;820;1470;3500
67;enfant;NA;ʌ;211;970;1410;3200
67;enfant;NA;ɑ;218;1090;1380;3050
67;enfant;NA;ɑ;212;860;1250;2800
67;enfant;NA;ɔ;211;800;1220;3700
67;enfant;NA;ɔ;214;640;1070;3000
67;enfant;NA;ʊ;219;660;1360;3700
67;enfant;NA;ʊ;214;730;1500;3600
67;enfant;NA;u;220;620;1100;3250
67;enfant;NA;u;216;600;1280;3650
67;enfant;NA;ɜ˞;222;670;2130;2360
67;enfant;NA;ɜ˞;205;760;2240;2460
68;enfant;NA;i;253;330;3250;3720
68;enfant;NA;i;262;340;3100;3400
68;enfant;NA;ɪ;250;500;2500;3640
68;enfant;NA;ɪ;278;530;2630;3640
68;enfant;NA;ɛ;255;710;2550;3560
68;enfant;NA;ɛ;250;750;2480;3470
68;enfant;NA;æ;233;1140;2260;3640
68;enfant;NA;æ;245;1110;2230;3380
68;enfant;NA;ʌ;256;770;1540;3500
68;enfant;NA;ʌ;257;800;1490;3300
68;enfant;NA;ɑ;240;940;1400;3400
68;enfant;NA;ɑ;245;930;1370;3120
68;enfant;NA;ɔ;240;530;860;3400
68;enfant;NA;ɔ;240;520;910;3420
68;enfant;NA;ʊ;255;510;1250;3320
68;enfant;NA;ʊ;260;520;1140;3320
68;enfant;NA;u;274;360;660;3050
68;enfant;NA;u;260;310;730;3500
68;enfant;NA;ɜ˞;250;550;1500;1800
68;enfant;NA;ɜ˞;239;480;1650;1960
69;enfant;masculin;i;250;300;2950;3600
69;enfant;masculin;i;270;320;3210;3600
69;enfant;masculin;ɪ;290;550;2610;3560
69;enfant;masculin;ɪ;286;540;2570;3600
69;enfant;masculin;ɛ;280;700;2500;3580
69;enfant;masculin;ɛ;263;600;2360;3400
69;enfant;masculin;æ;260;970;2400;3200
69;enfant;masculin;æ;250;950;2270;3200
69;enfant;masculin;ʌ;270;780;1650;3350
69;enfant;masculin;ʌ;250;720;1500;3240
69;enfant;masculin;ɑ;278;950;1200;2950
69;enfant;masculin;ɑ;250;920;1080;2770
69;enfant;masculin;ɔ;262;790;1050;2900
69;enfant;masculin;ɔ;250;750;1000;2500
69;enfant;masculin;ʊ;275;540;1430;3320
69;enfant;masculin;ʊ;263;530;1580;3200
69;enfant;masculin;u;295;420;1500;3010
69;enfant;masculin;u;260;450;1330;2840
69;enfant;masculin;ɜ˞;272;570;1880;2400
69;enfant;masculin;ɜ˞;255;510;1610;1910
70;enfant;masculin;i;235;280;2820;3400
70;enfant;masculin;i;244;317;3125;3500
70;enfant;masculin;ɪ;230;460;2520;3300
70;enfant;masculin;ɪ;212;420;2480;3140
70;enfant;masculin;ɛ;235;657;2300;3300
70;enfant;masculin;ɛ;232;672;2275;3300
70;enfant;masculin;æ;231;808;1950;3300
70;enfant;masculin;æ;225;870;2000;3200
70;enfant;masculin;ʌ;236;706;1410;3200
70;enfant;masculin;ʌ;211;720;1480;2880
70;enfant;masculin;ɑ;250;950;1350;3100
70;enfant;masculin;ɑ;227;910;1360;2950
70;enfant;masculin;ɔ;203;700;1120;3070
70;enfant;masculin;ɔ;230;690;920;2760
70;enfant;masculin;ʊ;250;475;1250;3150
70;enfant;masculin;ʊ;212;460;1210;2750
70;enfant;masculin;u;244;403;1100;2950
70;enfant;masculin;u;242;363;920;2900
70;enfant;masculin;ɜ˞;226;452;1580;1810
70;enfant;masculin;ɜ˞;232;510;1550;1740
71;enfant;masculin;i;230;280;3140;3830
71;enfant;masculin;i;250;300;3400;3950
71;enfant;masculin;ɪ;225;450;2700;3650
71;enfant;masculin;ɪ;250;400;2840;3700
71;enfant;masculin;ɛ;215;580;2650;3550
71;enfant;masculin;ɛ;220;620;2660;3770
71;enfant;masculin;æ;240;910;2370;3160
71;enfant;masculin;æ;233;930;2350;3450
71;enfant;masculin;ʌ;250;770;1650;3420
71;enfant;masculin;ʌ;230;690;1600;3350
71;enfant;masculin;ɑ;242;970;1450;3260
71;enfant;masculin;ɑ;225;1010;1650;3150
71;enfant;masculin;ɔ;232;670;1160;3550
71;enfant;masculin;ɔ;225;720;1260;3400
71;enfant;masculin;ʊ;216;500;1640;3580
71;enfant;masculin;ʊ;250;450;1440;3500
71;enfant;masculin;u;290;350;1160;3260
71;enfant;masculin;u;273;330;1090;3350
71;enfant;masculin;ɜ˞;240;430;1800;2400
71;enfant;masculin;ɜ˞;233;470;1840;2400
72;enfant;masculin;i;275;330;3050;3800
72;enfant;masculin;i;286;340;2860;3610
72;enfant;masculin;ɪ;280;500;2720;3360
72;enfant;masculin;ɪ;230;600;2750;3550
72;enfant;masculin;ɛ;245;735;2450;3300
72;enfant;masculin;ɛ;258;780;2560;3300
72;enfant;masculin;æ;235;940;2020;2580
72;enfant;masculin;æ;232;1070;2320;2900
72;enfant;masculin;ʌ;268;860;1530;3100
72;enfant;masculin;ʌ;256;970;1500;3050
72;enfant;masculin;ɑ;245;780;1250;3180
72;enfant;masculin;ɑ;236;970;970;3120
72;enfant;masculin;ɔ;258;825;1210;3100
72;enfant;masculin;ɔ;300;930;930;2900
72;enfant;masculin;ʊ;260;490;1460;2860
72;enfant;masculin;ʊ;286;570;1320;2840
72;enfant;masculin;u;275;470;1400;2800
72;enfant;masculin;u;286;370;1160;2800
72;enfant;masculin;ɜ˞;268;510;1660;2100
72;enfant;masculin;ɜ˞;250;480;1700;1830
73;enfant;NA;i;295;380;3200;4000
73;enfant;NA;i;267;350;3250;3700
73;enfant;NA;ɪ;294;380;2960;3800
73;enfant;NA;ɪ;300;520;2900;3600
73;enfant;NA;ɛ;280;670;2790;3600
73;enfant;NA;ɛ;275;620;2750;3500
73;enfant;NA;æ;262;1070;2380;3100
73;enfant;NA;æ;275;1130;2320;3110
73;enfant;NA;ʌ;290;700;1730;2960
73;enfant;NA;ʌ;270;725;1570;2900
73;enfant;NA;ɑ;278;1110;1630;2780
73;enfant;NA;ɑ;280;1130;1400;3000
73;enfant;NA;ɔ;292;580;930;2950
73;enfant;NA;ɔ;270;540;1070;3000
73;enfant;NA;ʊ;300;450;1350;3000
73;enfant;NA;ʊ;320;520;1600;3150
73;enfant;NA;u;307;460;1460;3070
73;enfant;NA;u;300;400;1700;3000
73;enfant;NA;ɜ˞;300;540;1770;2040
73;enfant;NA;ɜ˞;286;540;2050;2300
74;enfant;masculin;i;300;300;3250;3850
74;enfant;masculin;i;275;275;3280;3800
74;enfant;masculin;ɪ;286;570;2850;3400
74;enfant;masculin;ɪ;267;485;2630;3450
74;enfant;masculin;ɛ;264;650;2880;3500
74;enfant;masculin;ɛ;284;570;2900;3600
74;enfant;masculin;æ;260;1300;2280;3130
74;enfant;masculin;æ;260;1300;2160;3300
74;enfant;masculin;ʌ;275;850;1540;3020
74;enfant;masculin;ʌ;262;840;1580;2880
74;enfant;masculin;ɑ;250;1230;1300;3200
74;enfant;masculin;ɑ;286;1090;1230;2980
74;enfant;masculin;ɔ;265;850;850;2920
74;enfant;masculin;ɔ;285;685;1030;2900
74;enfant;masculin;ʊ;283;540;1420;3050
74;enfant;masculin;ʊ;300;600;1440;2900
74;enfant;masculin;u;280;390;1340;2830
74;enfant;masculin;u;284;340;1110;3080
74;enfant;masculin;ɜ˞;280;530;1650;1740
74;enfant;masculin;ɜ˞;286;550;1660;1770
75;enfant;masculin;i;265;370;2950;3400
75;enfant;masculin;i;290;370;2910;3480
75;enfant;masculin;ɪ;271;515;2740;3280
75;enfant;masculin;ɪ;290;485;2600;3200
75;enfant;masculin;ɛ;262;630;2520;3150
75;enfant;masculin;ɛ;272;565;2440;3120
75;enfant;masculin;æ;262;970;2030;2880
75;enfant;masculin;æ;275;915;2130;2900
75;enfant;masculin;ʌ;270;810;1600;3230
75;enfant;masculin;ʌ;280;760;1530;3180
75;enfant;masculin;ɑ;270;810;1350;2940
75;enfant;masculin;ɑ;275;1000;1360;3000
75;enfant;masculin;ɔ;270;535;970;2960
75;enfant;masculin;ɔ;275;550;1080;2850
75;enfant;masculin;ʊ;275;550;1420;3040
75;enfant;masculin;ʊ;295;570;1500;3000
75;enfant;masculin;u;283;510;1700;3020
75;enfant;masculin;u;278;500;1640;3050
75;enfant;masculin;ɜ˞;261;522;1830;2350
75;enfant;masculin;ɜ˞;282;530;1800;2250
76;enfant;NA;i;320;350;3240;3760
76;enfant;NA;i;344;344;3120;3640
76;enfant;NA;ɪ;308;590;2760;3500
76;enfant;NA;ɪ;320;540;2900;3500
76;enfant;NA;ɛ;307;830;2750;3650
76;enfant;NA;ɛ;308;800;2640;3540
76;enfant;NA;æ;294;1140;2450;3230
76;enfant;NA;æ;239;1130;2550;3150
76;enfant;NA;ʌ;310;930;1540;3120
76;enfant;NA;ʌ;315;950;1670;3150
76;enfant;NA;ɑ;350;1190;1470;3150
76;enfant;NA;ɑ;314;1070;1460;2950
76;enfant;NA;ɔ;300;910;1200;3180
76;enfant;NA;ɔ;330;830;1250;3250
76;enfant;NA;ʊ;327;630;1310;3270
76;enfant;NA;ʊ;322;610;1550;3400
76;enfant;NA;u;345;520;1250;3460
76;enfant;NA;u;334;500;1140;3380
76;enfant;NA;ɜ˞;308;740;1850;2160
76;enfant;NA;ɜ˞;328;660;1830;2200
